iter	Passed	Remaining
389	12256	19170
390	12290	19143
391	12321	19111
392	12352	19079
393	12384	19048
394	12410	19008
395	12442	18977
396	12470	18940
397	12499	18905
398	12527	18869
399	12553	18830
400	12587	18803
401	12618	18770
402	12649	18739
403	12676	18701
404	12704	18663
405	12737	18635
406	12766	18601
407	12800	18572
408	12827	18535
409	12857	18502
410	12888	18470
411	12918	18436
412	12949	18405
413	12978	18370
414	13007	18335
415	13036	18300
416	13064	18265
417	13095	18233
418	13123	18197
419	13156	18167
420	13185	18133
421	13214	18099
422	13240	18060
423	13272	18030
424	13304	18000
425	13329	17960
426	13359	17927
427	13389	17894
428	13421	17864
429	13451	17831
430	13498	17821
431	13529	17788
432	13556	17751
433	13582	17714
434	13609	17677
435	13635	17638
436	13662	17601
437	13688	17563
438	13719	17531
439	13748	17497
440	13782	17470
441	13853	17488
442	13934	17519
443	14021	17557
444	14104	17590
445	14194	17631
446	14320	17716
447	14421	17769
448	14505	17800
449	14583	17824
450	14673	17862
451	14758	17892
452	14817	17892
453	14902	17922
454	14948	17905
455	14993	17887
456	15029	17858
457	15066	17830
458	15096	17792
459	15129	17760
460	15166	17732
461	15196	17696
462	15224	17658
463	15251	17618
464	15279	17579
465	15313	17548
466	15340	17508
467	15366	17467
468	15396	17431
469	15426	17395
470	15455	17359
471	15485	17322
472	15517	17289
473	15551	17257
474	15581	17221
475	15611	17186
476	15640	17148
477	15669	17112
478	15698	17075
479	15728	17038
480	15759	17004
481	15793	16973
482	15826	16940
483	15858	16907
484	15891	16874
485	15927	16845
486	15960	16812
487	15989	16775
488	16020	16741
489	16046	16701
490	16076	16665
491	16104	16627
492	16129	16587
493	16157	16549
494	16187	16514
495	16217	16478
496	16251	16447
497	16277	16408
498	16309	16374
499	16342	16342
500	16370	16304
501	16399	16268
502	16434	16238
503	16461	16199
504	16486	16160
505	16514	16122
506	16547	16091
507	16579	16056
508	16611	16024
509	16642	15990
510	16674	15956
511	16706	15923
512	16740	15891
513	16773	15860
514	16805	15826
515	16835	15791
516	16864	15755
517	16893	15719
518	16924	15685
519	16950	15646
520	16978	15609
521	17008	15575
522	17038	15540
523	17067	15504
524	17096	15468
525	17126	15433
526	17153	15395
527	17186	15363
528	17215	15328
529	17245	15293
530	17278	15261
531	17309	15227
532	17341	15193
533	17369	15157
534	17400	15123
535	17431	15090
536	17459	15053
537	17488	15018
538	17519	14984
539	17552	14952
540	17579	14914
541	17605	14876
542	17632	14839
543	17661	14804
544	17689	14768
545	17714	14729
546	17744	14695
547	17770	14657
548	17797	14620
549	17823	14582
550	17854	14548
551	17882	14513
552	17911	14477
553	17947	14448
554	17988	14423
555	18026	14395
556	18060	14363
557	18097	14335
558	18123	14298
559	18154	14264
560	18186	14231
561	18214	14195
562	18242	14159
563	18270	14123
564	18301	14090
565	18328	14054
566	18361	14022
567	18388	13985
568	18413	13947
569	18442	13912
570	18470	13877
571	18502	13844
572	18536	13813
573	18569	13781
574	18602	13749
575	18638	13719
576	18670	13687
577	18705	13656
578	18739	13625
579	18769	13591
580	18803	13560
581	18836	13528
582	18865	13493
583	18892	13457
584	18919	13421
585	18948	13386
586	18976	13351
587	19008	13319
588	19040	13286
589	19067	13250
590	19103	13220
591	19137	13189
592	19168	13156
593	19200	13123
594	19236	13093
595	19266	13059
596	19300	13028
597	19335	12997
598	19370	12967
599	19397	12931
600	19431	12900
601	19461	12866
602	19487	12829
603	19514	12794
604	19543	12759
605	19571	12724
606	19596	12687
607	19624	12652
608	19648	12615
609	19673	12578
610	19701	12543
611	19735	12512
612	19767	12479
613	19801	12448
614	19830	12414
615	19862	12381
616	19901	12353
617	19933	12321
618	19966	12289
619	19996	12256
620	20028	12223
621	20055	12188
622	20084	12154
623	20114	12120
624	20145	12087
625	20172	12051
626	20202	12018
627	20232	11984
628	20258	11948
629	20287	11914
630	20316	11880
631	20344	11846
632	20374	11812
633	20402	11778
634	20434	11745
635	20464	11712
636	20492	11677
637	20520	11643
638	20551	11610
639	20577	11575
640	20606	11540
641	20634	11506
642	20663	11472
643	20689	11437
644	20720	11404
645	20745	11368
646	20773	11334
647	20801	11299
648	20830	11265
649	20858	11231
650	20890	11199
651	20919	11165
652	20952	11133
653	20979	11099
654	21012	11067
655	21036	11031
656	21064	10997
657	21090	10961
658	21116	10926
659	21144	10892
660	21170	10857
661	21196	10822
662	21227	10789
663	21253	10754
664	21277	10718
665	21303	10683
666	21329	10648
667	21355	10613
668	21385	10581
669	21415	10548
670	21446	10515
671	21474	10481
672	21500	10446
673	21527	10412
674	21556	10378
675	21587	10346
676	21615	10312
677	21642	10278
678	21670	10244
679	21700	10211
680	21728	10178
681	21756	10144
682	21783	10110
683	21812	10077
684	21840	10043
685	21868	10009
686	21895	9975
687	21920	9940
688	21950	9907
689	21979	9874
690	22006	9840
691	22034	9807
692	22064	9774
693	22091	9740
694	22119	9706
695	22148	9673
696	22175	9639
697	22204	9607
698	22232	9573
699	22260	9540
700	22287	9506
701	22318	9474
702	22343	9439
703	22370	9405
704	22396	9371
705	22426	9338
706	22459	9307
707	22487	9274
708	22515	9241
709	22544	9208
710	22570	9174
711	22595	9139
712	22627	9108
713	22657	9075
714	22692	9045
715	22724	9013
716	22759	8983
717	22797	8953
718	22833	8923
719	22869	8893
720	22902	8862
721	22932	8830
722	22962	8797
723	22991	8764
724	23017	8730
725	23045	8697
726	23068	8662
727	23093	8628
728	23121	8595
729	23150	8562
730	23181	8530
731	23210	8497
732	23240	8465
733	23269	8432
734	23297	8399
735	23329	8368
736	23357	8335
737	23386	8302
738	23419	8271
739	23445	8237
740	23475	8205
741	23505	8173
742	23534	8140
743	23560	8106
744	23585	8072
745	23616	8040
746	23643	8007
747	23667	7973
748	23695	7940
749	23722	7907
750	23746	7873
751	23777	7841
752	23807	7809
753	23833	7776
754	23863	7743
755	23893	7711
756	23917	7677
757	23945	7644
758	23970	7611
759	24002	7579
760	24032	7547
761	24057	7513
762	24088	7482
763	24116	7449
764	24143	7416
765	24170	7383
766	24200	7351
767	24224	7317
768	24248	7283
769	24279	7252
770	24314	7221
771	24347	7190
772	24379	7159
773	24409	7127
774	24442	7096
775	24474	7064
776	24509	7034
777	24538	7002
778	24569	6970
779	24599	6938
780	24630	6906
781	24658	6874
782	24686	6841
783	24715	6809
784	24743	6776
785	24775	6745
786	24801	6712
787	24827	6679
788	24857	6647
789	24885	6615
790	24916	6583
791	24945	6551
792	24974	6519
793	25006	6487
794	25038	6456
795	25065	6423
796	25097	6392
797	25132	6361
798	25167	6331
799	25199	6299
800	25231	6268
801	25267	6238
802	25303	6207
803	25330	6175
804	25358	6142
805	25385	6110
806	25420	6079
807	25448	6047
808	25487	6017
809	25518	5985
810	25544	5953
811	25577	5921
812	25604	5889
813	25636	5858
814	25665	5825
815	25690	5793
816	25715	5760
817	25739	5726
818	25769	5695
819	25801	5663
820	25830	5631
821	25862	5600
822	25890	5568
823	25919	5536
824	25947	5503
825	25970	5470
826	25999	5438
827	26027	5406
828	26056	5374
829	26081	5341
830	26105	5309
831	26133	5276
832	26160	5244
833	26187	5212
834	26214	5180
835	26244	5148
836	26272	5116
837	26297	5083
838	26325	5051
839	26356	5020
840	26380	4987
841	26406	4955
842	26437	4923
843	26467	4892
844	26496	4860
845	26522	4827
846	26551	4796
847	26579	4764
848	26603	4731
849	26630	4699
850	26661	4668
851	26685	4635
852	26714	4603
853	26740	4571
854	26770	4540
855	26798	4508
856	26826	4476
857	26851	4444
858	26880	4412
859	26911	4380
860	26940	4349
861	26969	4317
862	26997	4285
863	27026	4254
864	27054	4222
865	27080	4190
866	27104	4157
867	27132	4126
868	27158	4094
869	27183	4061
870	27208	4029
871	27237	3998
872	27267	3966
873	27291	3934
874	27319	3902
875	27352	3871
876	27377	3839
877	27406	3808
878	27435	3776
879	27464	3745
880	27494	3713
881	27521	3681
882	27554	3651
883	27582	3619
884	27612	3588
885	27643	3556
886	27673	3525
887	27702	3494
888	27732	3462
889	27764	3431
890	27794	3400
891	27823	3368
892	27851	3337
893	27881	3305
894	27913	3274
895	27942	3243
896	27971	3211
897	28000	3180
898	28030	3149
899	28061	3117
900	28090	3086
901	28122	3055
902	28151	3024
903	28176	2992
904	28201	2960
905	28248	2930
906	28297	2901
907	28348	2872
908	28385	2841
909	28421	2810
910	28454	2779
911	28483	2748
912	28523	2718
913	28553	2686
914	28588	2655
915	28619	2624
916	28675	2595
917	28753	2568
918	28826	2540
919	28898	2512
920	28969	2484
921	29058	2458
922	29141	2431
923	29199	2401
924	29258	2372
925	29338	2344
926	29408	2315
927	29481	2287
928	29523	2256
929	29562	2225
930	29599	2193
931	29628	2161
932	29664	2130
933	29696	2098
934	29729	2066
935	29765	2035
936	29799	2003
937	29830	1971
938	29862	1939
939	29892	1908
940	29917	1875
941	29949	1844
942	29984	1812
943	30012	1780
944	30045	1748
945	30078	1716
946	30108	1685
947	30138	1653
948	30169	1621
949	30198	1589
950	30226	1557
951	30256	1525
952	30283	1493
953	30313	1461
954	30340	1429
955	30372	1397
956	30404	1366
957	30434	1334
958	30466	1302
959	30498	1270
960	30529	1238
961	30557	1207
962	30588	1175
963	30619	1143
964	30647	1111
965	30673	1079
966	30701	1047
967	30732	1015
968	30761	984
969	30791	952
970	30816	920
971	30847	888
972	30879	856
973	30905	824
974	30932	793
975	30958	761
976	30987	729
977	31014	697
978	31043	665
979	31071	634
980	31095	602
981	31124	570
982	31154	538
983	31186	507
984	31213	475
985	31241	443
986	31271	411
987	31299	380
988	31326	348
989	31356	316
990	31384	285
991	31412	253
992	31437	221
993	31465	189
994	31495	158
995	31519	126
996	31549	94
997	31578	63
998	31607	31
999	31634	0
