iter	RMSE
146	3.733897811
147	3.732231276
148	3.729372296
149	3.726481439
150	3.724088866
151	3.721615954
152	3.719547535
153	3.716762994
154	3.714659345
155	3.713295374
156	3.71177801
157	3.709283775
158	3.707149443
159	3.705291457
160	3.70305127
161	3.701153804
162	3.699033345
163	3.697178318
164	3.695722696
165	3.693027433
166	3.690789303
167	3.688821078
168	3.686747782
169	3.685190518
170	3.683591787
171	3.681233979
172	3.679321779
173	3.678264827
174	3.676286296
175	3.67424101
176	3.67171999
177	3.669168691
178	3.667454607
179	3.666321636
180	3.664959402
181	3.663245672
182	3.661506601
183	3.659779822
184	3.658720565
185	3.657086606
186	3.65576247
187	3.654177617
188	3.652588651
189	3.651185332
190	3.64910045
191	3.646677008
192	3.645022268
193	3.643261692
194	3.641570922
195	3.640707737
196	3.639163718
197	3.637912604
198	3.636652902
199	3.635697642
200	3.634526151
201	3.632976022
202	3.631314009
203	3.629905579
204	3.628967791
205	3.627578741
206	3.625935202
207	3.624315093
208	3.622669999
209	3.620982897
210	3.619976092
211	3.618326098
212	3.617286146
213	3.616528995
214	3.614876706
215	3.613396263
216	3.612700524
217	3.611499678
218	3.610810179
219	3.609340664
220	3.608109843
221	3.60676055
222	3.605374909
223	3.604162288
224	3.603260186
225	3.602131956
226	3.601023538
227	3.600321294
228	3.59908342
229	3.598006491
230	3.596892532
231	3.595416818
232	3.594788345
233	3.593818081
234	3.59270678
235	3.591896583
236	3.590497475
237	3.589554329
238	3.588107609
239	3.587454774
240	3.58606867
241	3.585199057
242	3.583888335
243	3.582768537
244	3.581862109
245	3.581162714
246	3.579968385
247	3.579206241
248	3.578154794
249	3.577512399
250	3.575940351
251	3.574908929
252	3.57386808
253	3.57327665
254	3.57247431
255	3.571639317
256	3.57009332
257	3.568885467
258	3.568115562
259	3.567297731
260	3.566147705
261	3.565359921
262	3.564421389
263	3.563457045
264	3.562294282
265	3.561429245
266	3.560276602
267	3.559238842
268	3.558933487
269	3.558362241
270	3.557754373
271	3.556995103
272	3.556245789
273	3.555681918
274	3.554599735
275	3.553913562
276	3.553220388
277	3.552089388
278	3.551266445
279	3.5504849
280	3.549590495
281	3.548702354
282	3.548128082
283	3.547581812
284	3.547069281
285	3.546195085
286	3.545233384
287	3.544348478
288	3.543179833
289	3.542402947
290	3.541819619
291	3.541089918
292	3.539972376
293	3.539185182
294	3.538499148
295	3.537993274
296	3.537554725
297	3.536974007
298	3.536273459
299	3.53513524
300	3.534461289
301	3.533446896
302	3.532761763
303	3.531858498
304	3.531466232
305	3.530534006
306	3.529842428
307	3.529113634
308	3.528629253
309	3.528443298
310	3.527717776
311	3.526918459
312	3.526199862
313	3.525678538
314	3.525234436
315	3.524394316
316	3.523677607
317	3.523080094
318	3.522561513
319	3.522044549
320	3.5214411
321	3.52062291
322	3.520263028
323	3.519750939
324	3.519269666
325	3.518361187
326	3.517862126
327	3.517238034
328	3.516774181
329	3.516243958
330	3.515599654
331	3.514987601
332	3.514528067
333	3.513732161
334	3.513205732
335	3.512627895
336	3.51229717
337	3.511660332
338	3.510988343
339	3.510325475
340	3.510007651
341	3.50952591
342	3.50865376
343	3.507923492
344	3.507307405
345	3.50676407
346	3.506287257
347	3.505860183
348	3.504932256
349	3.504160868
350	3.503549824
351	3.50292474
352	3.502273945
353	3.501595958
354	3.501003329
355	3.500592593
356	3.500040453
357	3.499268775
358	3.498699216
359	3.498226722
360	3.497793292
361	3.497126285
362	3.496381383
363	3.495575129
364	3.495209093
365	3.494769831
366	3.494160586
367	3.493710237
368	3.493083313
369	3.492120943
370	3.491648575
371	3.490966423
372	3.490333668
373	3.489689856
374	3.489251156
375	3.488633785
376	3.488183619
377	3.48773053
378	3.486998576
379	3.486454339
380	3.486267117
381	3.485888468
382	3.485076569
383	3.484623353
384	3.484078927
385	3.483533823
386	3.482728888
387	3.482198136
388	3.481292331
389	3.480753332
390	3.480306132
391	3.479928008
392	3.479466194
393	3.478808232
394	3.478415854
395	3.477985271
396	3.477489862
397	3.476922911
398	3.476497214
399	3.476031455
400	3.475346556
401	3.47493347
402	3.474399625
403	3.474072223
404	3.47377585
405	3.47310355
406	3.472781306
407	3.472270194
408	3.471918919
409	3.47127445
410	3.47077412
411	3.470239758
412	3.469743982
413	3.469398809
414	3.468786184
415	3.468421575
416	3.468009263
417	3.46764831
418	3.467087658
419	3.466632414
420	3.466236521
421	3.465682913
422	3.465225512
423	3.464744883
424	3.464256243
425	3.464065942
426	3.463743413
427	3.463443064
428	3.462943661
429	3.462644371
430	3.462187772
431	3.461740963
432	3.461185106
433	3.460860158
434	3.460672253
435	3.460323601
436	3.460020358
437	3.459670471
438	3.459293537
439	3.458912452
440	3.458608134
441	3.457764666
442	3.457228844
443	3.456683076
444	3.456393333
445	3.455895473
446	3.455604367
447	3.455059576
448	3.45467698
449	3.454405183
450	3.454087467
451	3.453805936
452	3.453573748
453	3.453103127
454	3.452624608
455	3.452174638
456	3.451872505
457	3.451340113
458	3.451131146
459	3.450815893
460	3.450430151
461	3.449912768
462	3.449525562
463	3.449198985
464	3.448810548
465	3.448252728
466	3.447942812
467	3.447675543
468	3.447295676
469	3.446932392
470	3.446518228
471	3.446279559
472	3.445637234
473	3.445379225
474	3.445095923
475	3.444684294
476	3.444389565
477	3.444010402
478	3.443655081
479	3.443136153
480	3.442844639
481	3.442289401
482	3.441936944
483	3.441480924
484	3.440902509
485	3.44034677
486	3.439936626
487	3.439470584
488	3.438954578
489	3.438623812
490	3.438181144
491	3.437856711
492	3.437634496
493	3.437250369
494	3.436845331
495	3.436368573
496	3.435862008
497	3.435541039
498	3.43507335
499	3.43440818
500	3.433993729
501	3.433641576
502	3.433311155
503	3.433083969
504	3.432920112
505	3.432718996
506	3.43236398
507	3.43195694
508	3.431350018
509	3.431013726
510	3.430523166
511	3.430206844
512	3.429527748
513	3.429133543
514	3.428770805
515	3.428381789
516	3.428001662
517	3.427683015
518	3.427357382
519	3.427105827
520	3.426784085
521	3.42652593
522	3.426137775
523	3.425869078
524	3.42557377
525	3.425238329
526	3.425065406
527	3.424516069
528	3.424040386
529	3.423746554
530	3.423386002
531	3.423017204
532	3.422713689
533	3.422272067
534	3.421884643
535	3.421372058
536	3.421137028
537	3.420706241
538	3.420425786
539	3.419994895
540	3.419748244
541	3.419306994
542	3.419016356
543	3.418714495
544	3.418360381
545	3.418147028
546	3.417782083
547	3.417638781
548	3.417288264
549	3.416948086
550	3.416651236
551	3.416407103
552	3.416152353
553	3.415688195
554	3.4153499
555	3.415110562
556	3.414788039
557	3.414222514
558	3.413877369
559	3.413584199
560	3.413161242
561	3.41296078
562	3.412712584
563	3.412457071
564	3.41223097
565	3.411975422
566	3.411657913
567	3.411392802
568	3.411103581
569	3.410763039
570	3.410491795
571	3.410116387
572	3.409824952
573	3.409572427
574	3.409248358
575	3.408844444
576	3.408612081
577	3.40826108
578	3.408037195
579	3.407825097
580	3.407557737
581	3.407118158
582	3.406954198
583	3.406609691
584	3.406325115
585	3.40606856
586	3.405880153
587	3.405593003
588	3.405235909
589	3.405017955
590	3.404864475
591	3.404615155
592	3.404321575
593	3.404063919
594	3.403717377
595	3.403422137
596	3.403181233
597	3.402959122
598	3.402566679
599	3.402252814
600	3.40203666
601	3.401817382
602	3.401607021
603	3.401302829
604	3.401040091
605	3.400802957
606	3.400573732
607	3.400310275
608	3.400053873
609	3.399935303
610	3.399690637
611	3.399412971
612	3.399160397
613	3.398837374
614	3.398629338
615	3.39824904
616	3.397969684
617	3.397799245
618	3.397577737
619	3.397382666
620	3.397032245
621	3.396348073
622	3.396120728
623	3.395754156
624	3.395327171
625	3.395233607
626	3.394966634
627	3.394770797
628	3.39441192
629	3.394185468
630	3.394006814
631	3.393636404
632	3.393352469
633	3.393054123
634	3.392740341
635	3.392460327
636	3.392283225
637	3.392113222
638	3.391769168
639	3.391584044
640	3.391344142
641	3.391097611
642	3.390847471
643	3.390563548
644	3.390254269
645	3.389975374
646	3.389742001
647	3.389622883
648	3.389393048
649	3.388998159
650	3.388735462
651	3.388471028
652	3.388171269
653	3.387821779
654	3.387387369
655	3.387113871
656	3.38682188
657	3.386581709
658	3.38644334
659	3.386217199
660	3.386022573
661	3.385745667
662	3.385449007
663	3.385248752
664	3.385093993
665	3.384749855
666	3.384440693
667	3.384330726
668	3.384017494
669	3.383791779
670	3.383503294
671	3.383235732
672	3.382974222
673	3.382689556
674	3.382111754
675	3.381920169
676	3.381635124
677	3.381482148
678	3.381213567
679	3.381073854
680	3.380706842
681	3.380460801
682	3.380322828
683	3.380119399
684	3.379865801
685	3.379639273
686	3.379454511
687	3.379300647
688	3.379108652
689	3.378919728
690	3.378679687
691	3.378296082
692	3.377855991
693	3.377169544
694	3.377029466
695	3.376804565
696	3.37665256
697	3.376318805
698	3.376053242
699	3.375860176
700	3.375605821
701	3.37539188
702	3.375104175
703	3.374883205
704	3.374791188
705	3.374618511
706	3.374165141
707	3.373995374
708	3.373780999
709	3.373517436
710	3.37340291
711	3.373223694
712	3.372999312
713	3.372765983
714	3.37252429
715	3.372279923
716	3.371958484
717	3.371677496
718	3.371456546
719	3.371228111
720	3.371016619
721	3.370765664
722	3.370484282
723	3.370248918
724	3.370032225
725	3.369846416
726	3.369743957
727	3.369557748
728	3.369381444
729	3.368941713
730	3.368753567
731	3.368371999
732	3.368139162
733	3.367931159
734	3.367773221
735	3.367577473
736	3.367356972
737	3.36722751
738	3.366952809
739	3.36679938
740	3.366584291
741	3.366290684
742	3.366026217
743	3.365804705
744	3.365583272
745	3.365155461
746	3.364919538
747	3.36487017
748	3.364605491
749	3.364464371
750	3.364323402
751	3.36408957
752	3.363898928
753	3.363672803
754	3.363444488
755	3.363224476
756	3.363109873
757	3.362876141
758	3.362792527
759	3.362562671
760	3.362297887
761	3.361994735
762	3.361784946
763	3.361658343
764	3.361328417
765	3.361133296
766	3.360922991
767	3.360788178
768	3.360686632
769	3.360480687
770	3.360260271
771	3.360173889
772	3.359983315
773	3.359859809
774	3.359647581
775	3.359248455
776	3.359028477
777	3.358766684
778	3.358505315
779	3.35836659
780	3.357746642
781	3.357426876
782	3.357231642
783	3.357007271
784	3.356753324
785	3.356559796
786	3.356361969
787	3.356245768
788	3.356017165
789	3.355731849
790	3.355434352
791	3.35506579
792	3.354838969
793	3.354623287
794	3.354343363
795	3.354329037
796	3.354044114
797	3.353817943
798	3.35369713
799	3.353485862
800	3.353253358
801	3.353111202
802	3.352826629
803	3.352653137
804	3.352389163
805	3.352291543
806	3.352067908
807	3.351767056
808	3.35150422
809	3.351292459
810	3.351061915
811	3.35080461
812	3.35070878
813	3.35046235
814	3.350282558
815	3.350228073
816	3.350153778
817	3.350091847
818	3.349887081
819	3.349551333
820	3.349340655
821	3.349144629
822	3.348882251
823	3.348698844
824	3.348537461
825	3.348332939
826	3.3481409
827	3.347929855
828	3.347796092
829	3.347693556
830	3.347588677
831	3.347485837
832	3.347274421
833	3.347071441
834	3.34678962
835	3.346578321
836	3.346271618
837	3.346204743
838	3.34591904
839	3.345649217
840	3.345589536
841	3.345454059
842	3.345248081
843	3.345033411
844	3.344832571
845	3.344644292
846	3.344427789
847	3.344168108
848	3.344071336
849	3.343812144
850	3.343611339
851	3.343567872
852	3.343396912
853	3.343284013
854	3.343076954
855	3.342943068
856	3.342758912
857	3.342561033
858	3.342420006
859	3.342234696
860	3.341998346
861	3.341731819
862	3.341405712
863	3.341222571
864	3.341017676
865	3.340846803
866	3.340632388
867	3.340449881
868	3.340254936
869	3.340077842
870	3.339983505
871	3.339858329
872	3.339717013
873	3.339637003
874	3.339478636
875	3.339248803
876	3.33919143
877	3.338995391
878	3.338910614
879	3.338844826
880	3.338656708
881	3.338401537
882	3.338173785
883	3.337894817
884	3.337667755
885	3.337390984
886	3.337125247
887	3.336962477
888	3.33672241
889	3.336580295
890	3.336343642
891	3.336121614
892	3.335823357
893	3.335642052
894	3.335174597
895	3.334979163
896	3.334839719
897	3.334646666
898	3.334476248
899	3.334323267
900	3.334131661
901	3.333904487
902	3.333750148
903	3.333727708
904	3.333529462
905	3.333444823
906	3.333260877
907	3.333032439
908	3.332888394
909	3.33268076
910	3.332541089
911	3.332356099
912	3.332168396
913	3.33207696
914	3.331918438
915	3.331699267
916	3.33153664
917	3.331482508
918	3.331340471
919	3.331080287
920	3.330966871
921	3.330750617
922	3.33058506
923	3.330517171
924	3.33028261
925	3.330075493
926	3.329890213
927	3.329572129
928	3.329429937
929	3.329305984
930	3.329100885
931	3.328976138
932	3.328739631
933	3.328581136
934	3.328340342
935	3.328127807
936	3.327930349
937	3.327747604
938	3.327555973
939	3.32737626
940	3.327302449
941	3.327107159
942	3.326964775
943	3.326815386
944	3.326676877
945	3.326548928
946	3.326318868
947	3.32620243
948	3.326021722
949	3.325677393
950	3.325438571
951	3.325174549
952	3.32505388
953	3.324934931
954	3.324850913
955	3.324721524
956	3.324544884
957	3.324269008
958	3.323979767
959	3.323779777
960	3.323562248
961	3.323378156
962	3.323235994
963	3.323068068
964	3.32289791
965	3.322555845
966	3.322440534
967	3.322207735
968	3.322042277
969	3.321791146
970	3.321617009
971	3.321427901
972	3.321229666
973	3.321143033
974	3.320878105
975	3.320574513
976	3.320397991
977	3.320208863
978	3.32005177
979	3.319868578
980	3.319616216
981	3.319459582
982	3.319363794
983	3.319237406
984	3.318987765
985	3.318762662
986	3.318578778
987	3.318490574
988	3.318367758
989	3.318098172
990	3.318023278
991	3.317752665
992	3.317569429
993	3.317303614
994	3.317189153
995	3.317093849
996	3.31692428
997	3.316821188
998	3.316613297
999	3.316498902
